0 0 0 0
1 29000 28000 7000000
2 39000 38000 15000000
3 48500 47000 22000000
4 57000 55500 28000000
5 62500 61500 34000000
6 68000 66000 37000000
7 75000 73000 40000000
8 79000 76500 43000000
9 83000 80500 46000000
10 88500 84500 49000000
11 92000 89000 52000000
12 97000 94000 55000000
13 101500 97500 57500000
14 104500 100500 59500000
15 106000 103500 61500000
16 108000 103000 63000000
17 115000 110000 65000000
18 118000 113000 67000000
19 120000 107500 68500000
20 122000 116000 70000000
